"","geocode","date","time","suspects","refuses","confirmado","deads","local","cases","comments","broadcast","deaths","uadm"
"295",13,"2020-03-02","16:30",1,1,0,0,"0",0,"0","0",0,"Amazonas"
"296",15,"2020-03-02","16:30",2,2,0,0,"0",0,"0","0",0,"Pará"
"297",21,"2020-03-02","16:30",1,1,0,0,"0",0,"0","0",0,"Maranhão"
"298",22,"2020-03-02","16:30",1,2,0,0,"0",0,"0","0",0,"Piauí"
"299",23,"2020-03-02","16:30",6,6,0,0,"0",0,"0","0",0,"Ceará"
"300",24,"2020-03-02","16:30",2,6,0,0,"0",0,"0","0",0,"Rio Grande do Norte"
"301",25,"2020-03-02","16:30",2,1,0,0,"0",0,"0","0",0,"Paraíba"
"302",26,"2020-03-02","16:30",4,10,0,0,"0",0,"0","0",0,"Pernambuco"
"303",27,"2020-03-02","16:30",3,1,0,0,"0",0,"0","0",0,"Alagoas"
"304",28,"2020-03-02","16:30",1,0,0,0,"0",0,"0","0",0,"Sergipe"
"305",29,"2020-03-02","16:30",9,14,0,0,"0",0,"0","0",0,"Bahia"
"306",31,"2020-03-02","16:30",48,4,0,0,"0",0,"0","0",0,"Minas Gerais"
"307",32,"2020-03-02","16:30",5,6,0,0,"0",0,"0","0",0,"Espírito Santo"
"308",33,"2020-03-02","16:30",42,27,0,0,"0",0,"0","0",0,"Rio de Janeiro"
"309",35,"2020-03-02","16:30",163,48,0,0,"0",2,"0","0",0,"São Paulo"
"310",41,"2020-03-02","16:30",7,8,0,0,"0",0,"0","0",0,"Paraná"
"311",42,"2020-03-02","16:30",36,4,0,0,"0",0,"0","0",0,"Santa Catarina"
"312",43,"2020-03-02","16:30",73,10,0,0,"0",0,"0","0",0,"Rio Grande do Sul"
"313",50,"2020-03-02","16:30",6,1,0,0,"0",0,"0","0",0,"Mato Grosso do Sul"
"314",51,"2020-03-02","16:30",5,0,0,0,"0",0,"0","0",0,"Mato Grosso"
"315",52,"2020-03-02","16:30",3,7,0,0,"0",0,"0","0",0,"Goiás"
"316",53,"2020-03-02","16:30",12,3,0,0,"0",0,"0","0",0,"Distrito Federal"
"317",11,"2020-03-03","15:50",1,0,0,0,"0",0,"0","0",0,"Rondônia"
"318",13,"2020-03-03","15:50",3,1,0,0,"0",0,"0","0",0,"Amazonas"
"319",15,"2020-03-03","15:50",1,4,0,0,"0",0,"0","0",0,"Pará"
"320",21,"2020-03-03","15:50",1,1,0,0,"0",0,"0","0",0,"Maranhão"
"321",22,"2020-03-03","15:50",1,2,0,0,"0",0,"0","0",0,"Piauí"
"322",23,"2020-03-03","15:50",19,9,0,0,"0",0,"0","0",0,"Ceará"
"323",24,"2020-03-03","15:50",2,6,0,0,"0",0,"0","0",0,"Rio Grande do Norte"
"324",25,"2020-03-03","15:50",4,1,0,0,"0",0,"0","0",0,"Paraíba"
"325",26,"2020-03-03","15:50",4,11,0,0,"0",0,"0","0",0,"Pernambuco"
"326",27,"2020-03-03","15:50",5,1,0,0,"0",0,"0","0",0,"Alagoas"
"327",28,"2020-03-03","15:50",1,0,0,0,"0",0,"0","0",0,"Sergipe"
"328",29,"2020-03-03","15:50",21,16,0,0,"0",0,"0","0",0,"Bahia"
"329",31,"2020-03-03","15:50",58,6,0,0,"0",0,"0","0",0,"Minas Gerais"
"330",32,"2020-03-03","15:50",5,6,0,0,"0",0,"0","0",0,"Espírito Santo"
"331",33,"2020-03-03","15:50",62,29,0,0,"0",0,"0","0",0,"Rio de Janeiro"
"332",35,"2020-03-03","15:50",130,104,0,0,"0",2,"0","0",0,"São Paulo"
"333",41,"2020-03-03","15:50",14,8,0,0,"0",0,"0","0",0,"Paraná"
"334",42,"2020-03-03","15:50",43,4,0,0,"0",0,"0","0",0,"Santa Catarina"
"335",43,"2020-03-03","15:50",82,20,0,0,"0",0,"0","0",0,"Rio Grande do Sul"
"336",50,"2020-03-03","15:50",6,1,0,0,"0",0,"0","0",0,"Mato Grosso do Sul"
"337",51,"2020-03-03","15:50",6,0,0,0,"0",0,"0","0",0,"Mato Grosso"
"338",52,"2020-03-03","15:50",7,7,0,0,"0",0,"0","0",0,"Goiás"
"339",53,"2020-03-03","15:50",12,3,0,0,"0",0,"0","0",0,"Distrito Federal"
"340",11,"2020-03-04","17:15",1,0,0,0,"0",0,"0","0",0,"Rondônia"
"341",13,"2020-03-04","17:15",4,1,0,0,"0",0,"0","0",0,"Amazonas"
"342",15,"2020-03-04","17:15",1,4,0,0,"0",0,"0","0",0,"Pará"
"343",21,"2020-03-04","17:15",0,2,0,0,"0",0,"0","0",0,"Maranhão"
"344",22,"2020-03-04","17:15",1,2,0,0,"0",0,"0","0",0,"Piauí"
"345",23,"2020-03-04","17:15",14,18,0,0,"0",0,"0","0",0,"Ceará"
"346",24,"2020-03-04","17:15",5,6,0,0,"0",0,"0","0",0,"Rio Grande do Norte"
"347",25,"2020-03-04","17:15",4,1,0,0,"0",0,"0","0",0,"Paraíba"
"348",26,"2020-03-04","17:15",6,11,0,0,"0",0,"0","0",0,"Pernambuco"
"349",27,"2020-03-04","17:15",5,1,0,0,"0",0,"0","0",0,"Alagoas"
"350",28,"2020-03-04","17:15",1,0,0,0,"0",0,"0","0",0,"Sergipe"
"351",29,"2020-03-04","17:15",19,21,0,0,"0",0,"0","0",0,"Bahia"
"352",31,"2020-03-04","17:15",82,6,0,0,"0",0,"0","0",0,"Minas Gerais"
"353",32,"2020-03-04","17:15",5,7,0,0,"0",0,"0","0",0,"Espírito Santo"
"354",33,"2020-03-04","17:15",55,52,0,0,"0",0,"0","0",0,"Rio de Janeiro"
"355",35,"2020-03-04","17:15",135,131,0,0,"0",3,"0","0",0,"São Paulo"
"356",41,"2020-03-04","17:15",13,8,0,0,"0",0,"0","0",0,"Paraná"
"357",42,"2020-03-04","17:15",46,4,0,0,"0",0,"0","0",0,"Santa Catarina"
"358",43,"2020-03-04","17:15",98,20,0,0,"0",0,"0","0",0,"Rio Grande do Sul"
"359",50,"2020-03-04","17:15",10,3,0,0,"0",0,"0","0",0,"Mato Grosso do Sul"
"360",51,"2020-03-04","17:15",6,0,0,0,"0",0,"0","0",0,"Mato Grosso"
"361",52,"2020-03-04","17:15",1,12,0,0,"0",0,"0","0",0,"Goiás"
"362",53,"2020-03-04","17:15",18,5,0,0,"0",0,"0","0",0,"Distrito Federal"
"363",11,"2020-03-05","16:00",1,0,0,0,"0",0,"0","0",0,"Rondônia"
"364",13,"2020-03-05","16:00",5,1,0,0,"0",0,"0","0",0,"Amazonas"
"365",15,"2020-03-05","16:00",1,5,0,0,"0",0,"0","0",0,"Pará"
"366",21,"2020-03-05","16:00",0,2,0,0,"0",0,"0","0",0,"Maranhão"
"367",22,"2020-03-05","16:00",1,2,0,0,"0",0,"0","0",0,"Piauí"
"368",23,"2020-03-05","16:00",16,18,0,0,"0",0,"0","0",0,"Ceará"
"369",24,"2020-03-05","16:00",4,8,0,0,"0",0,"0","0",0,"Rio Grande do Norte"
"370",25,"2020-03-05","16:00",4,1,0,0,"0",0,"0","0",0,"Paraíba"
"371",26,"2020-03-05","16:00",8,12,0,0,"0",0,"0","0",0,"Pernambuco"
"372",27,"2020-03-05","16:00",6,1,0,0,"0",0,"0","0",0,"Alagoas"
"373",28,"2020-03-05","16:00",2,0,0,0,"0",0,"0","0",0,"Sergipe"
"374",29,"2020-03-05","16:00",23,29,0,0,"0",0,"0","0",0,"Bahia"
"375",31,"2020-03-05","16:00",80,12,0,0,"0",0,"0","0",0,"Minas Gerais"
"376",32,"2020-03-05","16:00",5,8,0,0,"0",0,"0","0",0,"Espírito Santo"
"377",33,"2020-03-05","16:00",79,58,0,0,"0",1,"0","0",0,"Rio de Janeiro"
"378",35,"2020-03-05","16:00",182,159,0,0,"0",6,"1 Portador assintomático","0",0,"São Paulo"
"379",41,"2020-03-05","16:00",20,9,0,0,"0",0,"0","0",0,"Paraná"
"380",42,"2020-03-05","16:00",54,4,0,0,"0",0,"0","0",0,"Santa Catarina"
"381",43,"2020-03-05","16:00",104,25,0,0,"0",0,"0","0",0,"Rio Grande do Sul"
"382",50,"2020-03-05","16:00",11,3,0,0,"0",0,"0","0",0,"Mato Grosso do Sul"
"383",51,"2020-03-05","16:00",6,0,0,0,"0",0,"0","0",0,"Mato Grosso"
"384",52,"2020-03-05","16:00",4,12,0,0,"0",0,"0","0",0,"Goiás"
"385",53,"2020-03-05","16:00",20,9,0,0,"0",0,"0","0",0,"Distrito Federal"
"386",11,"2020-03-06","16:00",1,0,0,0,"0",0,"0","0",0,"Rondônia"
"387",13,"2020-03-06","16:00",2,4,0,0,"0",0,"0","0",0,"Amazonas"
"388",15,"2020-03-06","16:00",4,5,0,0,"0",0,"0","0",0,"Pará"
"389",21,"2020-03-06","16:00",0,2,0,0,"0",0,"0","0",0,"Maranhão"
"390",22,"2020-03-06","16:00",1,2,0,0,"0",0,"0","0",0,"Piauí"
"391",23,"2020-03-06","16:00",12,24,0,0,"0",0,"0","0",0,"Ceará"
"392",24,"2020-03-06","16:00",7,8,0,0,"0",0,"0","0",0,"Rio Grande do Norte"
"393",25,"2020-03-06","16:00",3,3,0,0,"0",0,"0","0",0,"Paraíba"
"394",26,"2020-03-06","16:00",6,14,0,0,"0",0,"0","0",0,"Pernambuco"
"395",27,"2020-03-06","16:00",7,1,0,0,"0",0,"0","0",0,"Alagoas"
"396",28,"2020-03-06","16:00",3,1,0,0,"0",0,"0","0",0,"Sergipe"
"397",29,"2020-03-06","16:00",15,32,0,0,"0",1,"0","0",0,"Bahia"
"398",31,"2020-03-06","16:00",123,17,0,0,"0",0,"0","0",0,"Minas Gerais"
"399",32,"2020-03-06","16:00",1,12,0,0,"0",1,"0","0",0,"Espírito Santo"
"400",33,"2020-03-06","16:00",111,67,0,0,"0",1,"0","0",0,"Rio de Janeiro"
"401",35,"2020-03-06","16:00",222,189,0,0,"0",10,"1 Portador assintomático","0",0,"São Paulo"
"402",41,"2020-03-06","16:00",25,13,0,0,"0",0,"0","0",0,"Paraná"
"403",42,"2020-03-06","16:00",59,10,0,0,"0",0,"0","0",0,"Santa Catarina"
"404",43,"2020-03-06","16:00",112,41,0,0,"0",0,"0","0",0,"Rio Grande do Sul"
"405",50,"2020-03-06","16:00",8,9,0,0,"0",0,"0","0",0,"Mato Grosso do Sul"
"406",51,"2020-03-06","16:00",6,1,0,0,"0",0,"0","0",0,"Mato Grosso"
"407",52,"2020-03-06","16:00",4,12,0,0,"0",0,"0","0",0,"Goiás"
"408",53,"2020-03-06","16:00",36,13,0,0,"0",0,"0","0",0,"Distrito Federal"
"409",11,"2020-03-07","18:35",1,0,0,0,"0",0,"0","0",0,"Rondônia"
"410",13,"2020-03-07","18:35",2,4,0,0,"0",0,"0","0",0,"Amazonas"
"411",15,"2020-03-07","18:35",4,5,0,0,"0",0,"0","0",0,"Pará"
"412",21,"2020-03-07","18:35",0,2,0,0,"0",0,"0","0",0,"Maranhão"
"413",22,"2020-03-07","18:35",1,2,0,0,"0",0,"0","0",0,"Piauí"
"414",23,"2020-03-07","18:35",13,24,0,0,"0",0,"0","0",0,"Ceará"
"415",24,"2020-03-07","18:35",4,11,0,0,"0",0,"0","0",0,"Rio Grande do Norte"
"416",25,"2020-03-07","18:35",3,3,0,0,"0",0,"0","0",0,"Paraíba"
"417",26,"2020-03-07","18:35",6,14,0,0,"0",0,"0","0",0,"Pernambuco"
"418",27,"2020-03-07","18:35",7,1,0,0,"0",0,"0","0",0,"Alagoas"
"419",28,"2020-03-07","18:35",1,1,0,0,"0",0,"0","0",0,"Sergipe"
"420",29,"2020-03-07","18:35",15,32,0,0,"0",2,"0","0",0,"Bahia"
"421",31,"2020-03-07","18:35",123,17,0,0,"0",0,"0","0",0,"Minas Gerais"
"422",32,"2020-03-07","18:35",1,12,0,0,"0",1,"0","0",0,"Espírito Santo"
"423",33,"2020-03-07","18:35",111,67,0,0,"0",2,"0","0",0,"Rio de Janeiro"
"424",35,"2020-03-07","18:35",184,246,0,0,"0",13,"1 Portador assintomático","0",0,"São Paulo"
"425",41,"2020-03-07","18:35",20,18,0,0,"0",0,"0","0",0,"Paraná"
"426",42,"2020-03-07","18:35",44,25,0,0,"0",0,"0","0",0,"Santa Catarina"
"427",43,"2020-03-07","18:35",88,75,0,0,"0",0,"0","0",0,"Rio Grande do Sul"
"428",50,"2020-03-07","18:35",6,11,0,0,"0",0,"0","0",0,"Mato Grosso do Sul"
"429",51,"2020-03-07","18:35",6,1,0,0,"0",0,"0","0",0,"Mato Grosso"
"430",52,"2020-03-07","18:35",4,12,0,0,"0",0,"0","0",0,"Goiás"
"431",53,"2020-03-07","18:35",30,19,0,0,"0",1,"0","0",0,"Distrito Federal"
"432",11,"2020-03-08","17:30",1,0,0,0,"0",0,"0","0",0,"Rondônia"
"433",13,"2020-03-08","17:30",2,4,0,0,"0",0,"0","0",0,"Amazonas"
"434",15,"2020-03-08","17:30",3,6,0,0,"0",0,"0","0",0,"Pará"
"435",21,"2020-03-08","17:30",0,2,0,0,"0",0,"0","0",0,"Maranhão"
"436",22,"2020-03-08","17:30",1,2,0,0,"0",0,"0","0",0,"Piauí"
"437",23,"2020-03-08","17:30",11,26,0,0,"0",0,"0","0",0,"Ceará"
"438",24,"2020-03-08","17:30",9,13,0,0,"0",0,"0","0",0,"Rio Grande do Norte"
"439",25,"2020-03-08","17:30",3,3,0,0,"0",0,"0","0",0,"Paraíba"
"440",26,"2020-03-08","17:30",9,18,0,0,"0",0,"0","0",0,"Pernambuco"
"441",27,"2020-03-08","17:30",6,1,0,0,"0",1,"0","0",0,"Alagoas"
"442",28,"2020-03-08","17:30",1,1,0,0,"0",0,"0","0",0,"Sergipe"
"443",29,"2020-03-08","17:30",15,32,0,0,"0",2,"0","TRUE",0,"Bahia"
"444",31,"2020-03-08","17:30",122,17,0,0,"0",1,"0","0",0,"Minas Gerais"
"445",32,"2020-03-08","17:30",1,12,0,0,"0",1,"0","0",0,"Espírito Santo"
"446",33,"2020-03-08","17:30",110,67,0,0,"0",3,"0","0",0,"Rio de Janeiro"
"447",35,"2020-03-08","17:30",176,258,0,0,"0",16,"1 Portador assintomático","TRUE",0,"São Paulo"
"448",41,"2020-03-08","17:30",22,20,0,0,"0",0,"0","0",0,"Paraná"
"449",42,"2020-03-08","17:30",44,26,0,0,"0",0,"0","0",0,"Santa Catarina"
"450",43,"2020-03-08","17:30",88,75,0,0,"0",0,"0","0",0,"Rio Grande do Sul"
"451",50,"2020-03-08","17:30",6,11,0,0,"0",0,"0","0",0,"Mato Grosso do Sul"
"452",51,"2020-03-08","17:30",5,2,0,0,"0",0,"0","0",0,"Mato Grosso"
"453",52,"2020-03-08","17:30",4,12,0,0,"0",0,"0","0",0,"Goiás"
"454",53,"2020-03-08","17:30",24,24,0,0,"0",1,"0","0",0,"Distrito Federal"
"455",11,"2020-03-10","16:05",2,1,0,0,"0",0,"0","0",0,"Rondônia"
"456",12,"2020-03-10","16:05",3,0,0,0,"0",0,"0","0",0,"Acre"
"457",13,"2020-03-10","16:05",3,4,0,0,"0",0,"0","0",0,"Amazonas"
"458",15,"2020-03-10","16:05",5,12,0,0,"0",0,"0","0",0,"Pará"
"459",21,"2020-03-10","16:05",2,2,0,0,"0",0,"0","0",0,"Maranhão"
"460",22,"2020-03-10","16:05",1,2,0,0,"0",0,"0","0",0,"Piauí"
"461",23,"2020-03-10","16:05",22,42,0,0,"0",0,"0","0",0,"Ceará"
"462",24,"2020-03-10","16:05",15,13,0,0,"0",0,"0","0",0,"Rio Grande do Norte"
"463",25,"2020-03-10","16:05",5,6,0,0,"0",0,"0","0",0,"Paraíba"
"464",26,"2020-03-10","16:05",12,22,0,0,"0",0,"0","0",0,"Pernambuco"
"465",27,"2020-03-10","16:05",6,1,0,0,"0",1,"0","0",0,"Alagoas"
"466",28,"2020-03-10","16:05",2,3,0,0,"0",0,"0","0",0,"Sergipe"
"467",29,"2020-03-10","16:05",46,35,0,0,"0",2,"0","TRUE",0,"Bahia"
"468",31,"2020-03-10","16:05",122,18,0,0,"0",1,"0","0",0,"Minas Gerais"
"469",32,"2020-03-10","16:05",1,12,0,0,"0",1,"0","0",0,"Espírito Santo"
"470",33,"2020-03-10","16:05",119,85,0,0,"0",8,"0","0",0,"Rio de Janeiro"
"471",35,"2020-03-10","16:05",302,289,0,0,"0",19,"1 Portador assintomático","TRUE",0,"São Paulo"
"472",41,"2020-03-10","16:05",33,20,0,0,"0",0,"0","0",0,"Paraná"
"473",42,"2020-03-10","16:05",42,28,0,0,"0",0,"0","0",0,"Santa Catarina"
"474",43,"2020-03-10","16:05",70,129,0,0,"0",1,"0","0",0,"Rio Grande do Sul"
"475",50,"2020-03-10","16:05",6,11,0,0,"0",0,"0","0",0,"Mato Grosso do Sul"
"476",51,"2020-03-10","16:05",1,7,0,0,"0",0,"0","0",0,"Mato Grosso"
"477",52,"2020-03-10","16:05",14,14,0,0,"0",0,"0","0",0,"Goiás"
"478",53,"2020-03-10","16:05",59,24,0,0,"0",1,"0","0",0,"Distrito Federal"
"479",11,"2020-03-11","16:45",2,1,0,0,"0",0,"0","0",0,"Rondônia"
"480",12,"2020-03-11","16:45",3,0,0,0,"0",0,"0","0",0,"Acre"
"481",13,"2020-03-11","16:45",1,7,0,0,"0",0,"0","0",0,"Amazonas"
"482",15,"2020-03-11","16:45",5,13,0,0,"0",0,"0","0",0,"Pará"
"483",21,"2020-03-11","16:45",6,2,0,0,"0",0,"0","0",0,"Maranhão"
"484",22,"2020-03-11","16:45",1,2,0,0,"0",0,"0","0",0,"Piauí"
"485",23,"2020-03-11","16:45",22,42,0,0,"0",0,"0","0",0,"Ceará"
"486",24,"2020-03-11","16:45",13,14,0,0,"0",0,"0","0",0,"Rio Grande do Norte"
"487",25,"2020-03-11","16:45",7,6,0,0,"0",0,"0","0",0,"Paraíba"
"488",26,"2020-03-11","16:45",17,22,0,0,"0",0,"0","0",0,"Pernambuco"
"489",27,"2020-03-11","16:45",4,7,0,0,"0",1,"0","0",0,"Alagoas"
"490",28,"2020-03-11","16:45",2,3,0,0,"0",0,"0","0",0,"Sergipe"
"491",29,"2020-03-11","16:45",65,36,0,0,"0",2,"0","TRUE",0,"Bahia"
"492",31,"2020-03-11","16:45",117,22,0,0,"0",1,"0","0",0,"Minas Gerais"
"493",32,"2020-03-11","16:45",31,13,0,0,"0",1,"0","0",0,"Espírito Santo"
"494",33,"2020-03-11","16:45",87,133,0,0,"0",13,"0","0",0,"Rio de Janeiro"
"495",35,"2020-03-11","16:45",263,320,0,0,"0",30,"1 Portador assintomático","TRUE",0,"São Paulo"
"496",41,"2020-03-11","16:45",49,27,0,0,"0",0,"0","0",0,"Paraná"
"497",42,"2020-03-11","16:45",47,32,0,0,"0",0,"0","0",0,"Santa Catarina"
"498",43,"2020-03-11","16:45",67,159,0,0,"0",2,"0","0",0,"Rio Grande do Sul"
"499",50,"2020-03-11","16:45",6,11,0,0,"0",0,"0","0",0,"Mato Grosso do Sul"
"500",51,"2020-03-11","16:45",1,7,0,0,"0",0,"0","0",0,"Mato Grosso"
"501",52,"2020-03-11","16:45",17,28,0,0,"0",0,"0","0",0,"Goiás"
"502",53,"2020-03-11","16:45",74,28,0,0,"0",2,"0","0",0,"Distrito Federal"
"503",11,"2020-03-12","16:20",2,1,0,0,"0",0,"0","0",0,"Rondônia"
"504",12,"2020-03-12","16:20",3,0,0,0,"0",0,"0","0",0,"Acre"
"505",13,"2020-03-12","16:20",1,7,0,0,"0",0,"0","0",0,"Amazonas"
"506",15,"2020-03-12","16:20",5,13,0,0,"0",0,"0","0",0,"Pará"
"507",21,"2020-03-12","16:20",6,2,0,0,"0",0,"0","0",0,"Maranhão"
"508",22,"2020-03-12","16:20",1,2,0,0,"0",0,"0","0",0,"Piauí"
"509",23,"2020-03-12","16:20",22,42,0,0,"0",0,"0","0",0,"Ceará"
"510",24,"2020-03-12","16:20",13,15,0,0,"0",0,"0","0",0,"Rio Grande do Norte"
"511",25,"2020-03-12","16:20",10,6,0,0,"0",0,"0","0",0,"Paraíba"
"512",26,"2020-03-12","16:20",18,23,0,0,"0",2,"0","0",0,"Pernambuco"
"513",27,"2020-03-12","16:20",6,7,0,0,"0",1,"0","0",0,"Alagoas"
"514",28,"2020-03-12","16:20",2,3,0,0,"0",0,"0","0",0,"Sergipe"
"515",29,"2020-03-12","16:20",65,36,0,0,"0",2,"0","TRUE",0,"Bahia"
"516",31,"2020-03-12","16:20",117,22,0,0,"0",1,"0","0",0,"Minas Gerais"
"517",32,"2020-03-12","16:20",51,21,0,0,"0",1,"0","0",0,"Espírito Santo"
"518",33,"2020-03-12","16:20",76,146,0,0,"0",16,"Transmissão comunitária no município do Rio de Janeiro","TRUE",0,"Rio de Janeiro"
"519",35,"2020-03-12","16:20",704,471,0,0,"0",42,"Transmissão comunitária no município de São Paulo.","TRUE",0,"São Paulo"
"520",41,"2020-03-12","16:20",54,29,0,0,"0",6,"0","0",0,"Paraná"
"521",42,"2020-03-12","16:20",73,34,0,0,"0",0,"0","0",0,"Santa Catarina"
"522",43,"2020-03-12","16:20",81,183,0,0,"0",4,"0","0",0,"Rio Grande do Sul"
"523",50,"2020-03-12","16:20",9,15,0,0,"0",0,"0","0",0,"Mato Grosso do Sul"
"524",51,"2020-03-12","16:20",6,7,0,0,"0",0,"0","0",0,"Mato Grosso"
"525",52,"2020-03-12","16:20",15,34,0,0,"0",0,"0","0",0,"Goiás"
"526",53,"2020-03-12","16:20",82,44,0,0,"0",2,"0","0",0,"Distrito Federal"
"527",11,"2020-03-13","15:45",2,1,0,0,"0",0,"0","0",0,"Rondônia"
"528",12,"2020-03-13","15:45",3,0,0,0,"0",0,"0","0",0,"Acre"
"529",13,"2020-03-13","15:45",1,7,0,0,"0",0,"0","0",0,"Amazonas"
"530",15,"2020-03-13","15:45",1,20,0,0,"0",0,"0","0",0,"Pará"
"531",17,"2020-03-13","15:45",2,0,0,0,"0",0,"0","0",0,"Tocantins"
"532",21,"2020-03-13","15:45",6,2,0,0,"0",0,"0","0",0,"Maranhão"
"533",22,"2020-03-13","15:45",1,2,0,0,"0",0,"0","0",0,"Piauí"
"534",23,"2020-03-13","15:45",22,59,0,0,"0",0,"0","0",0,"Ceará"
"535",24,"2020-03-13","15:45",12,15,0,0,"0",1,"0","0",0,"Rio Grande do Norte"
"536",25,"2020-03-13","15:45",16,6,0,0,"0",0,"0","0",0,"Paraíba"
"537",26,"2020-03-13","15:45",18,23,0,0,"0",2,"0","0",0,"Pernambuco"
"538",27,"2020-03-13","15:45",6,7,0,0,"0",1,"0","0",0,"Alagoas"
"539",28,"2020-03-13","15:45",2,3,0,0,"0",0,"0","0",0,"Sergipe"
"540",29,"2020-03-13","15:45",65,36,0,0,"0",2,"0","TRUE",0,"Bahia"
"541",31,"2020-03-13","15:45",116,73,0,0,"0",2,"0","0",0,"Minas Gerais"
"542",32,"2020-03-13","15:45",51,21,0,0,"0",1,"0","0",0,"Espírito Santo"
"543",33,"2020-03-13","15:45",76,147,0,0,"0",16,"Transmissão comunitária no município do Rio de Janeiro","TRUE",0,"Rio de Janeiro"
"544",35,"2020-03-13","15:45",753,529,0,0,"0",56,"Transmissão comunitária no município de São Paulo.","TRUE",0,"São Paulo"
"545",41,"2020-03-13","15:45",72,34,0,0,"0",6,"0","0",0,"Paraná"
"546",42,"2020-03-13","15:45",77,34,0,0,"0",2,"0","0",0,"Santa Catarina"
"547",43,"2020-03-13","15:45",81,203,0,0,"0",4,"0","0",0,"Rio Grande do Sul"
"548",50,"2020-03-13","15:45",15,16,0,0,"0",0,"0","0",0,"Mato Grosso do Sul"
"549",51,"2020-03-13","15:45",6,7,0,0,"0",0,"0","0",0,"Mato Grosso"
"550",52,"2020-03-13","15:45",6,46,0,0,"0",3,"0","0",0,"Goiás"
"551",53,"2020-03-13","15:45",75,53,0,0,"0",2,"0","0",0,"Distrito Federal"
"552",11,"2020-03-14","16:25",2,1,0,0,"0",0,"0","0",0,"Rondônia"
"553",12,"2020-03-14","16:25",3,0,0,0,"0",0,"0","0",0,"Acre"
"554",13,"2020-03-14","16:25",1,7,0,0,"0",0,"0","0",0,"Amazonas"
"555",15,"2020-03-14","16:25",1,20,0,0,"0",0,"0","0",0,"Pará"
"556",17,"2020-03-14","16:25",2,0,0,0,"0",0,"0","0",0,"Tocantins"
"557",21,"2020-03-14","16:25",6,2,0,0,"0",0,"0","0",0,"Maranhão"
"558",22,"2020-03-14","16:25",1,2,0,0,"0",0,"0","0",0,"Piauí"
"559",23,"2020-03-14","16:25",22,59,0,0,"0",0,"0","0",0,"Ceará"
"560",24,"2020-03-14","16:25",12,15,0,0,"0",1,"0","0",0,"Rio Grande do Norte"
"561",25,"2020-03-14","16:25",11,11,0,0,"0",0,"0","0",0,"Paraíba"
"562",26,"2020-03-14","16:25",18,23,0,0,"0",2,"0","0",0,"Pernambuco"
"563",27,"2020-03-14","16:25",6,7,0,0,"0",1,"0","0",0,"Alagoas"
"564",28,"2020-03-14","16:25",4,3,0,0,"0",0,"0","0",0,"Sergipe"
"565",29,"2020-03-14","16:25",65,36,0,0,"0",2,"0","TRUE",0,"Bahia"
"566",31,"2020-03-14","16:25",106,85,0,0,"0",2,"0","0",0,"Minas Gerais"
"567",32,"2020-03-14","16:25",51,21,0,0,"0",1,"0","0",0,"Espírito Santo"
"568",33,"2020-03-14","16:25",76,147,0,0,"0",22,"Transmissão comunitária no município do Rio de Janeiro","TRUE",0,"Rio de Janeiro"
"569",35,"2020-03-14","16:25",752,545,0,0,"0",65,"Transmissão comunitária no município de São Paulo.","TRUE",0,"São Paulo"
"570",41,"2020-03-14","16:25",60,50,0,0,"0",6,"0","0",0,"Paraná"
"571",42,"2020-03-14","16:25",85,39,0,0,"0",4,"0","0",0,"Santa Catarina"
"572",43,"2020-03-14","16:25",80,203,0,0,"0",6,"0","0",0,"Rio Grande do Sul"
"573",50,"2020-03-14","16:25",15,16,0,0,"0",0,"0","0",0,"Mato Grosso do Sul"
"574",51,"2020-03-14","16:25",6,7,0,0,"0",0,"0","0",0,"Mato Grosso"
"575",52,"2020-03-14","16:25",4,49,0,0,"0",3,"0","0",0,"Goiás"
"576",53,"2020-03-14","16:25",107,65,0,0,"0",6,"0","0",0,"Distrito Federal"
"577",11,"2020-03-15","19:15",2,1,0,0,"0",0,"0","0",0,"Rondônia"
"578",12,"2020-03-15","19:15",3,0,0,0,"0",0,"0","0",0,"Acre"
"579",13,"2020-03-15","19:15",0,7,0,0,"0",1,"0","0",0,"Amazonas"
"580",14,"2020-03-15","19:15",2,0,0,0,"0",0,"0","0",0,"Roraima"
"581",15,"2020-03-15","19:15",1,23,0,0,"0",0,"0","0",0,"Pará"
"582",16,"2020-03-15","19:15",1,0,0,0,"0",0,"0","0",0,"Amapá"
"583",17,"2020-03-15","19:15",3,0,0,0,"0",0,"0","0",0,"Tocantins"
"584",21,"2020-03-15","19:15",6,2,0,0,"0",0,"0","0",0,"Maranhão"
"585",22,"2020-03-15","19:15",1,2,0,0,"0",0,"0","0",0,"Piauí"
"586",23,"2020-03-15","19:15",22,59,0,0,"0",0,"0","0",0,"Ceará"
"587",24,"2020-03-15","19:15",14,15,0,0,"0",1,"0","0",0,"Rio Grande do Norte"
"588",25,"2020-03-15","19:15",27,11,0,0,"0",0,"0","0",0,"Paraíba"
"589",26,"2020-03-15","19:15",18,23,0,0,"0",2,"0","0",0,"Pernambuco"
"590",27,"2020-03-15","19:15",14,21,0,0,"0",1,"0","0",0,"Alagoas"
"591",28,"2020-03-15","19:15",1,11,0,0,"0",1,"0","0",0,"Sergipe"
"592",29,"2020-03-15","19:15",65,36,0,0,"0",2,"0","TRUE",0,"Bahia"
"593",31,"2020-03-15","19:15",106,85,0,0,"0",2,"0","0",0,"Minas Gerais"
