"","geocode","date","time","suspects","refuses","confirmado","deads","local","cases","comments","broadcast","deaths","uadm"
"594",32,"2020-03-15","19:15",51,21,0,0,"0",1,"0","0",0,"Espírito Santo"
"595",33,"2020-03-15","19:15",95,147,0,0,"0",24,"Transmissão comunitária no município do Rio de Janeiro","TRUE",0,"Rio de Janeiro"
"596",35,"2020-03-15","19:15",1125,551,0,0,"0",136,"Transmissão comunitária no município de São Paulo.","TRUE",0,"São Paulo"
"597",41,"2020-03-15","19:15",80,50,0,0,"0",6,"0","0",0,"Paraná"
"598",42,"2020-03-15","19:15",102,41,0,0,"0",6,"0","0",0,"Santa Catarina"
"599",43,"2020-03-15","19:15",66,217,0,0,"0",6,"0","0",0,"Rio Grande do Sul"
"600",50,"2020-03-15","19:15",15,16,0,0,"0",0,"0","0",0,"Mato Grosso do Sul"
"601",51,"2020-03-15","19:15",8,7,0,0,"0",0,"0","0",0,"Mato Grosso"
"602",52,"2020-03-15","19:15",4,49,0,0,"0",3,"0","0",0,"Goiás"
"603",53,"2020-03-15","19:15",81,91,0,0,"0",8,"0","0",0,"Distrito Federal"
"604",11,"2020-03-16","15:50",2,1,0,0,"0",0,"0","0",0,"Rondônia"
"605",12,"2020-03-16","15:50",3,0,0,0,"0",0,"0","0",0,"Acre"
"606",13,"2020-03-16","15:50",0,7,0,0,"0",1,"0","0",0,"Amazonas"
"607",14,"2020-03-16","15:50",2,0,0,0,"0",0,"0","0",0,"Roraima"
"608",15,"2020-03-16","15:50",1,22,0,0,"0",0,"0","0",0,"Pará"
"609",16,"2020-03-16","15:50",2,0,0,0,"0",0,"0","0",0,"Amapá"
"610",17,"2020-03-16","15:50",3,0,0,0,"0",0,"0","0",0,"Tocantins"
"611",21,"2020-03-16","15:50",6,2,0,0,"0",0,"0","0",0,"Maranhão"
"612",22,"2020-03-16","15:50",2,3,0,0,"0",0,"0","0",0,"Piauí"
"613",23,"2020-03-16","15:50",22,60,0,0,"0",0,"0","0",0,"Ceará"
"614",24,"2020-03-16","15:50",14,15,0,0,"0",1,"0","0",0,"Rio Grande do Norte"
"615",25,"2020-03-16","15:50",33,15,0,0,"0",0,"0","0",0,"Paraíba"
"616",26,"2020-03-16","15:50",18,23,0,0,"0",2,"0","0",0,"Pernambuco"
"617",27,"2020-03-16","15:50",16,22,0,0,"0",1,"0","0",0,"Alagoas"
"618",28,"2020-03-16","15:50",1,11,0,0,"0",1,"0","0",0,"Sergipe"
"619",29,"2020-03-16","15:50",65,40,0,0,"0",2,"0","TRUE",0,"Bahia"
"620",31,"2020-03-16","15:50",102,88,0,0,"0",5,"0","0",0,"Minas Gerais"
"621",32,"2020-03-16","15:50",50,21,0,0,"0",1,"0","0",0,"Espírito Santo"
"622",33,"2020-03-16","15:50",96,153,0,0,"0",31,"Transmissão comunitária no município do Rio de Janeiro","TRUE",0,"Rio de Janeiro"
"623",35,"2020-03-16","15:50",1177,623,0,0,"0",152,"Transmissão comunitária no município de São Paulo.","TRUE",0,"São Paulo"
"624",41,"2020-03-16","15:50",85,83,0,0,"0",6,"0","0",0,"Paraná"
"625",42,"2020-03-16","15:50",109,44,0,0,"0",7,"0","0",0,"Santa Catarina"
"626",43,"2020-03-16","15:50",119,218,0,0,"0",6,"0","0",0,"Rio Grande do Sul"
"627",50,"2020-03-16","15:50",12,19,0,0,"0",2,"0","0",0,"Mato Grosso do Sul"
"628",51,"2020-03-16","15:50",14,7,0,0,"0",0,"0","0",0,"Mato Grosso"
"629",52,"2020-03-16","15:50",3,54,0,0,"0",3,"0","0",0,"Goiás"
"630",53,"2020-03-16","15:50",107,93,0,0,"0",13,"0","0",0,"Distrito Federal"
"631",11,"2020-03-17","18:10",38,3,0,0,"0",0,"0","0",0,"Rondônia"
"632",12,"2020-03-17","18:10",8,0,0,0,"0",0,"0","0",0,"Acre"
"633",13,"2020-03-17","18:10",7,19,0,0,"0",1,"0","0",0,"Amazonas"
"634",14,"2020-03-17","18:10",5,0,0,0,"0",0,"0","0",0,"Roraima"
"635",15,"2020-03-17","18:10",21,22,0,0,"0",0,"0","0",0,"Pará"
"636",16,"2020-03-17","18:10",6,0,0,0,"0",0,"0","0",0,"Amapá"
"637",17,"2020-03-17","18:10",11,0,0,0,"0",0,"0","0",0,"Tocantins"
"638",21,"2020-03-17","18:10",52,8,0,0,"0",0,"0","0",0,"Maranhão"
"639",22,"2020-03-17","18:10",14,4,0,0,"0",0,"0","0",0,"Piauí"
"640",23,"2020-03-17","18:10",211,95,0,0,"0",5,"0","0",0,"Ceará"
"641",24,"2020-03-17","18:10",72,21,0,0,"0",1,"0","0",0,"Rio Grande do Norte"
"642",25,"2020-03-17","18:10",48,15,0,0,"0",0,"0","0",0,"Paraíba"
"643",26,"2020-03-17","18:10",71,33,0,0,"0",16,"0","0",0,"Pernambuco"
"644",27,"2020-03-17","18:10",34,20,0,0,"0",1,"0","0",0,"Alagoas"
"645",28,"2020-03-17","18:10",7,12,0,0,"0",4,"0","0",0,"Sergipe"
"646",29,"2020-03-17","18:10",375,59,0,0,"0",3,"0","TRUE",0,"Bahia"
"647",31,"2020-03-17","18:10",563,99,0,0,"0",7,"0","0",0,"Minas Gerais"
"648",32,"2020-03-17","18:10",69,21,0,0,"0",1,"0","0",0,"Espírito Santo"
"649",33,"2020-03-17","18:10",859,194,0,0,"0",33,"Transmissão comunitária no município do Rio de Janeiro","TRUE",0,"Rio de Janeiro"
"650",35,"2020-03-17","18:10",5047,709,0,0,"0",164,"Transmissão comunitária no município de São Paulo.","TRUE",1,"São Paulo"
"651",41,"2020-03-17","18:10",240,82,0,0,"0",6,"0","0",0,"Paraná"
"652",42,"2020-03-17","18:10",220,55,0,0,"0",7,"0","0",0,"Santa Catarina"
"653",43,"2020-03-17","18:10",300,217,0,0,"0",10,"0","0",0,"Rio Grande do Sul"
"654",50,"2020-03-17","18:10",44,45,0,0,"0",4,"0","0",0,"Mato Grosso do Sul"
"655",51,"2020-03-17","18:10",23,7,0,0,"0",0,"0","0",0,"Mato Grosso"
"656",52,"2020-03-17","18:10",221,54,0,0,"0",6,"0","0",0,"Goiás"
"657",53,"2020-03-17","18:10",253,96,0,0,"0",22,"0","0",0,"Distrito Federal"
"658",11,"2020-03-18","20:00",61,2,0,0,"0",0,"","0",0,"Rondônia"
"659",12,"2020-03-18","20:00",12,0,0,0,"0",0,"","0",0,"Acre"
"660",13,"2020-03-18","20:00",18,26,0,0,"0",1,"","0",0,"Amazonas"
"661",14,"2020-03-18","20:00",9,0,0,0,"0",0,"","0",0,"Roraima"
"662",15,"2020-03-18","20:00",43,23,0,0,"0",0,"","0",0,"Pará"
"663",16,"2020-03-18","20:00",15,0,0,0,"0",0,"","0",0,"Amapá"
"664",17,"2020-03-18","20:00",13,0,0,0,"0",0,"","0",0,"Tocantins"
"665",21,"2020-03-18","20:00",125,13,0,0,"0",0,"","0",0,"Maranhão"
"666",22,"2020-03-18","20:00",12,2,0,0,"0",0,"","0",0,"Piauí"
"667",23,"2020-03-18","20:00",493,89,0,0,"0",9,"","0",0,"Ceará"
"668",24,"2020-03-18","20:00",108,22,0,0,"0",1,"","0",0,"Rio Grande do Norte"
"669",25,"2020-03-18","20:00",85,11,0,0,"0",0,"","0",0,"Paraíba"
"670",26,"2020-03-18","20:00",89,23,0,0,"0",16,"","0",0,"Pernambuco"
"671",27,"2020-03-18","20:00",43,22,0,0,"0",1,"0","0",0,"Alagoas"
"672",28,"2020-03-18","20:00",15,11,0,0,"0",5,"0","0",0,"Sergipe"
"673",29,"2020-03-18","20:00",573,36,0,0,"0",3,"0","TRUE",0,"Bahia"
"674",31,"2020-03-18","20:00",925,104,0,0,"0",15,"0","0",0,"Minas Gerais"
"675",32,"2020-03-18","20:00",71,21,0,0,"0",9,"0","0",0,"Espírito Santo"
"676",33,"2020-03-18","20:00",1254,148,0,0,"0",45,"Transmissão comunitária no município do Rio de Janeiro","TRUE",0,"Rio de Janeiro"
"677",35,"2020-03-18","20:00",5334,596,0,0,"0",240,"Transmissão comunitária no município de São Paulo.","TRUE",4,"São Paulo"
"678",41,"2020-03-18","20:00",400,119,0,0,"0",13,"0","0",0,"Paraná"
"679",42,"2020-03-18","20:00",346,47,0,0,"0",10,"0","0",0,"Santa Catarina"
"680",43,"2020-03-18","20:00",416,330,0,0,"0",19,"0","0",0,"Rio Grande do Sul"
"681",50,"2020-03-18","20:00",93,26,0,0,"0",7,"0","0",0,"Mato Grosso do Sul"
"682",51,"2020-03-18","20:00",45,8,0,0,"0",0,"0","0",0,"Mato Grosso"
"683",52,"2020-03-18","20:00",353,55,0,0,"0",8,"0","0",0,"Goiás"
"684",53,"2020-03-18","20:00",327,107,0,0,"0",26,"0","0",0,"Distrito Federal"
"685",11,"2020-03-19","",NA,NA,NA,NA,"",0,"","",0,"Rondônia"
"686",12,"2020-03-19","",NA,NA,NA,NA,"",3,"","",0,"Acre"
"687",13,"2020-03-19","",NA,NA,NA,NA,"",3,"","",0,"Amazonas"
"688",14,"2020-03-19","",NA,NA,NA,NA,"",0,"","",0,"Roraima"
"689",15,"2020-03-19","",NA,NA,NA,NA,"",1,"","",0,"Pará"
"690",16,"2020-03-19","",NA,NA,NA,NA,"",0,"","",0,"Amapá"
"691",17,"2020-03-19","",NA,NA,NA,NA,"",1,"","",0,"Tocantins"
"692",21,"2020-03-19","",NA,NA,NA,NA,"",0,"","",0,"Maranhão"
"693",22,"2020-03-19","",NA,NA,NA,NA,"",0,"","",0,"Piauí"
"694",23,"2020-03-19","",NA,NA,NA,NA,"",20,"","",0,"Ceará"
"695",24,"2020-03-19","",NA,NA,NA,NA,"",1,"","",0,"Rio Grande do Norte"
"696",25,"2020-03-19","",NA,NA,NA,NA,"",1,"","",0,"Paraíba"
"697",26,"2020-03-19","",NA,NA,NA,NA,"",28,"","",0,"Pernambuco"
"698",27,"2020-03-19","",NA,NA,NA,NA,"",4,"","",0,"Alagoas"
"699",28,"2020-03-19","",NA,NA,NA,NA,"",6,"","",0,"Sergipe"
"700",29,"2020-03-19","",NA,NA,NA,NA,"",30,"","",0,"Bahia"
"701",31,"2020-03-19","",NA,NA,NA,NA,"",29,"","",0,"Minas Gerais"
"702",32,"2020-03-19","",NA,NA,NA,NA,"",11,"","",0,"Espírito Santo"
"703",33,"2020-03-19","",NA,NA,NA,NA,"",65,"","",2,"Rio de Janeiro"
"704",35,"2020-03-19","",NA,NA,NA,NA,"",286,"","",4,"São Paulo"
"705",41,"2020-03-19","",NA,NA,NA,NA,"",23,"","",0,"Paraná"
"706",42,"2020-03-19","",NA,NA,NA,NA,"",20,"","",0,"Santa Catarina"
"707",43,"2020-03-19","",NA,NA,NA,NA,"",28,"","",0,"Rio Grande do Sul"
"708",50,"2020-03-19","",NA,NA,NA,NA,"",7,"","",0,"Mato Grosso do Sul"
"709",51,"2020-03-19","",NA,NA,NA,NA,"",0,"","",0,"Mato Grosso"
"710",52,"2020-03-19","",NA,NA,NA,NA,"",12,"","",0,"Goiás"
"711",53,"2020-03-19","",NA,NA,NA,NA,"",42,"","",0,"Distrito Federal"
"712",11,"2020-03-20","",NA,NA,NA,NA,"",1,"","",0,"Rondônia"
"713",12,"2020-03-20","",NA,NA,NA,NA,"",7,"","",0,"Acre"
"714",13,"2020-03-20","",NA,NA,NA,NA,"",3,"","",0,"Amazonas"
"715",14,"2020-03-20","",NA,NA,NA,NA,"",0,"","",0,"Roraima"
"716",15,"2020-03-20","",NA,NA,NA,NA,"",2,"","",0,"Pará"
"717",16,"2020-03-20","",NA,NA,NA,NA,"",1,"","",0,"Amapá"
"718",17,"2020-03-20","",NA,NA,NA,NA,"",1,"","",0,"Tocantins"
"719",21,"2020-03-20","",NA,NA,NA,NA,"",0,"","",0,"Maranhão"
"720",22,"2020-03-20","",NA,NA,NA,NA,"",3,"","",0,"Piauí"
"721",23,"2020-03-20","",NA,NA,NA,NA,"",55,"","",0,"Ceará"
"722",24,"2020-03-20","",NA,NA,NA,NA,"",1,"","",0,"Rio Grande do Norte"
"723",25,"2020-03-20","",NA,NA,NA,NA,"",1,"","",0,"Paraíba"
"724",26,"2020-03-20","",NA,NA,NA,NA,"",30,"","",0,"Pernambuco"
"725",27,"2020-03-20","",NA,NA,NA,NA,"",5,"","",0,"Alagoas"
"726",28,"2020-03-20","",NA,NA,NA,NA,"",6,"","",0,"Sergipe"
"727",29,"2020-03-20","",NA,NA,NA,NA,"",33,"","",0,"Bahia"
"728",31,"2020-03-20","",NA,NA,NA,NA,"",35,"","",0,"Minas Gerais"
"729",32,"2020-03-20","",NA,NA,NA,NA,"",13,"","",0,"Espírito Santo"
"730",33,"2020-03-20","",NA,NA,NA,NA,"",109,"","",2,"Rio de Janeiro"
"731",35,"2020-03-20","",NA,NA,NA,NA,"",396,"","",9,"São Paulo"
"732",41,"2020-03-20","",NA,NA,NA,NA,"",32,"","",0,"Paraná"
"733",42,"2020-03-20","",NA,NA,NA,NA,"",21,"","",0,"Santa Catarina"
"734",43,"2020-03-20","",NA,NA,NA,NA,"",37,"","",0,"Rio Grande do Sul"
"735",50,"2020-03-20","",NA,NA,NA,NA,"",9,"","",0,"Mato Grosso do Sul"
"736",51,"2020-03-20","",NA,NA,NA,NA,"",1,"","",0,"Mato Grosso"
"737",52,"2020-03-20","",NA,NA,NA,NA,"",15,"","",0,"Goiás"
"738",53,"2020-03-20","",NA,NA,NA,NA,"",87,"","",0,"Distrito Federal"
"739",11,"2020-03-21","",NA,NA,NA,NA,"",1,"","",0,"Rondônia"
"740",12,"2020-03-21","",NA,NA,NA,NA,"",9,"","",0,"Acre"
"741",13,"2020-03-21","",NA,NA,NA,NA,"",11,"","",0,"Amazonas"
"742",14,"2020-03-21","",NA,NA,NA,NA,"",0,"","",0,"Roraima"
"743",15,"2020-03-21","",NA,NA,NA,NA,"",2,"","",0,"Pará"
"744",16,"2020-03-21","",NA,NA,NA,NA,"",1,"","",0,"Amapá"
"745",17,"2020-03-21","",NA,NA,NA,NA,"",2,"","",0,"Tocantins"
"746",21,"2020-03-21","",NA,NA,NA,NA,"",1,"","",0,"Maranhão"
"747",22,"2020-03-21","",NA,NA,NA,NA,"",4,"","",0,"Piauí"
"748",23,"2020-03-21","",NA,NA,NA,NA,"",68,"","",0,"Ceará"
"749",24,"2020-03-21","",NA,NA,NA,NA,"",6,"","",0,"Rio Grande do Norte"
"750",25,"2020-03-21","",NA,NA,NA,NA,"",1,"","",0,"Paraíba"
"751",26,"2020-03-21","",NA,NA,NA,NA,"",30,"","",0,"Pernambuco"
"752",27,"2020-03-21","",NA,NA,NA,NA,"",7,"","",0,"Alagoas"
"753",28,"2020-03-21","",NA,NA,NA,NA,"",10,"","",0,"Sergipe"
"754",29,"2020-03-21","",NA,NA,NA,NA,"",41,"","",0,"Bahia"
"755",31,"2020-03-21","",NA,NA,NA,NA,"",38,"","",0,"Minas Gerais"
"756",32,"2020-03-21","",NA,NA,NA,NA,"",26,"","",0,"Espírito Santo"
"757",33,"2020-03-21","",NA,NA,NA,NA,"",119,"","",3,"Rio de Janeiro"
"758",35,"2020-03-21","",NA,NA,NA,NA,"",459,"","",15,"São Paulo"
"759",41,"2020-03-21","",NA,NA,NA,NA,"",43,"","",0,"Paraná"
"760",42,"2020-03-21","",NA,NA,NA,NA,"",51,"","",0,"Santa Catarina"
"761",43,"2020-03-21","",NA,NA,NA,NA,"",60,"","",0,"Rio Grande do Sul"
"762",50,"2020-03-21","",NA,NA,NA,NA,"",16,"","",0,"Mato Grosso do Sul"
"763",51,"2020-03-21","",NA,NA,NA,NA,"",2,"","",0,"Mato Grosso"
"764",52,"2020-03-21","",NA,NA,NA,NA,"",20,"","",0,"Goiás"
"765",53,"2020-03-21","",NA,NA,NA,NA,"",100,"","",0,"Distrito Federal"
"766",11,"2020-03-22","",NA,NA,NA,NA,"",3,"","",0,"Rondônia"
"767",12,"2020-03-22","",NA,NA,NA,NA,"",11,"","",0,"Acre"
"768",13,"2020-03-22","",NA,NA,NA,NA,"",26,"","",0,"Amazonas"
"769",14,"2020-03-22","",NA,NA,NA,NA,"",2,"","",0,"Roraima"
"770",15,"2020-03-22","",NA,NA,NA,NA,"",4,"","",0,"Pará"
"771",16,"2020-03-22","",NA,NA,NA,NA,"",1,"","",0,"Amapá"
"772",17,"2020-03-22","",NA,NA,NA,NA,"",2,"","",0,"Tocantins"
"773",21,"2020-03-22","",NA,NA,NA,NA,"",2,"","",0,"Maranhão"
"774",22,"2020-03-22","",NA,NA,NA,NA,"",4,"","",0,"Piauí"
"775",23,"2020-03-22","",NA,NA,NA,NA,"",112,"","",0,"Ceará"
"776",24,"2020-03-22","",NA,NA,NA,NA,"",9,"","",0,"Rio Grande do Norte"
"777",25,"2020-03-22","",NA,NA,NA,NA,"",1,"","",0,"Paraíba"
"778",26,"2020-03-22","",NA,NA,NA,NA,"",37,"","",0,"Pernambuco"
"779",27,"2020-03-22","",NA,NA,NA,NA,"",7,"","",0,"Alagoas"
"780",28,"2020-03-22","",NA,NA,NA,NA,"",10,"","",0,"Sergipe"
"781",29,"2020-03-22","",NA,NA,NA,NA,"",49,"","",0,"Bahia"
"782",31,"2020-03-22","",NA,NA,NA,NA,"",83,"","",0,"Minas Gerais"
"783",32,"2020-03-22","",NA,NA,NA,NA,"",26,"","",0,"Espírito Santo"
"784",33,"2020-03-22","",NA,NA,NA,NA,"",186,"","",3,"Rio de Janeiro"
"785",35,"2020-03-22","",NA,NA,NA,NA,"",631,"","",22,"São Paulo"
"786",41,"2020-03-22","",NA,NA,NA,NA,"",50,"","",0,"Paraná"
"787",42,"2020-03-22","",NA,NA,NA,NA,"",57,"","",0,"Santa Catarina"
"788",43,"2020-03-22","",NA,NA,NA,NA,"",72,"","",0,"Rio Grande do Sul"
"789",50,"2020-03-22","",NA,NA,NA,NA,"",21,"","",0,"Mato Grosso do Sul"
"790",51,"2020-03-22","",NA,NA,NA,NA,"",2,"","",0,"Mato Grosso"
"791",52,"2020-03-22","",NA,NA,NA,NA,"",21,"","",0,"Goiás"
"792",53,"2020-03-22","",NA,NA,NA,NA,"",117,"","",0,"Distrito Federal"
"793",11,"2020-03-23","",NA,NA,NA,NA,"",3,"","",0,"Rondônia"
"794",12,"2020-03-23","",NA,NA,NA,NA,"",11,"","",0,"Acre"
"795",13,"2020-03-23","",NA,NA,NA,NA,"",32,"","",0,"Amazonas"
"796",14,"2020-03-23","",NA,NA,NA,NA,"",2,"","",0,"Roraima"
"797",15,"2020-03-23","",NA,NA,NA,NA,"",5,"","",0,"Pará"
"798",16,"2020-03-23","",NA,NA,NA,NA,"",1,"","",0,"Amapá"
"799",17,"2020-03-23","",NA,NA,NA,NA,"",5,"","",0,"Tocantins"
"800",21,"2020-03-23","",NA,NA,NA,NA,"",2,"","",0,"Maranhão"
"801",22,"2020-03-23","",NA,NA,NA,NA,"",6,"","",0,"Piauí"
"802",23,"2020-03-23","",NA,NA,NA,NA,"",163,"","",0,"Ceará"
"803",24,"2020-03-23","",NA,NA,NA,NA,"",13,"","",0,"Rio Grande do Norte"
"804",25,"2020-03-23","",NA,NA,NA,NA,"",2,"","",0,"Paraíba"
"805",26,"2020-03-23","",NA,NA,NA,NA,"",42,"","",0,"Pernambuco"
"806",27,"2020-03-23","",NA,NA,NA,NA,"",7,"","",0,"Alagoas"
"807",28,"2020-03-23","",NA,NA,NA,NA,"",10,"","",0,"Sergipe"
"808",29,"2020-03-23","",NA,NA,NA,NA,"",63,"","",0,"Bahia"
"809",31,"2020-03-23","",NA,NA,NA,NA,"",128,"","",0,"Minas Gerais"
"810",32,"2020-03-23","",NA,NA,NA,NA,"",29,"","",0,"Espírito Santo"
"811",33,"2020-03-23","",NA,NA,NA,NA,"",233,"","",4,"Rio de Janeiro"
"812",35,"2020-03-23","",NA,NA,NA,NA,"",745,"","",30,"São Paulo"
"813",41,"2020-03-23","",NA,NA,NA,NA,"",56,"","",0,"Paraná"
"814",42,"2020-03-23","",NA,NA,NA,NA,"",68,"","",0,"Santa Catarina"
"815",43,"2020-03-23","",NA,NA,NA,NA,"",86,"","",0,"Rio Grande do Sul"
"816",50,"2020-03-23","",NA,NA,NA,NA,"",21,"","",0,"Mato Grosso do Sul"
"817",51,"2020-03-23","",NA,NA,NA,NA,"",2,"","",0,"Mato Grosso"
"818",52,"2020-03-23","",NA,NA,NA,NA,"",23,"","",0,"Goiás"
"819",53,"2020-03-23","",NA,NA,NA,NA,"",133,"","",0,"Distrito Federal"
"820",11,"2020-03-24","",NA,NA,NA,NA,"",3,"","",0,"Rondônia"
"821",12,"2020-03-24","",NA,NA,NA,NA,"",17,"","",0,"Acre"
"822",13,"2020-03-24","",NA,NA,NA,NA,"",47,"","",0,"Amazonas"
"823",14,"2020-03-24","",NA,NA,NA,NA,"",2,"","",0,"Roraima"
"824",15,"2020-03-24","",NA,NA,NA,NA,"",5,"","",0,"Pará"
"825",16,"2020-03-24","",NA,NA,NA,NA,"",1,"","",0,"Amapá"
"826",17,"2020-03-24","",NA,NA,NA,NA,"",7,"","",0,"Tocantins"
"827",21,"2020-03-24","",NA,NA,NA,NA,"",8,"","",0,"Maranhão"
"828",22,"2020-03-24","",NA,NA,NA,NA,"",6,"","",0,"Piauí"
"829",23,"2020-03-24","",NA,NA,NA,NA,"",182,"","",0,"Ceará"
"830",24,"2020-03-24","",NA,NA,NA,NA,"",13,"","",0,"Rio Grande do Norte"
"831",25,"2020-03-24","",NA,NA,NA,NA,"",3,"","",0,"Paraíba"
"832",26,"2020-03-24","",NA,NA,NA,NA,"",42,"","",0,"Pernambuco"
"833",27,"2020-03-24","",NA,NA,NA,NA,"",7,"","",0,"Alagoas"
"834",28,"2020-03-24","",NA,NA,NA,NA,"",15,"","",0,"Sergipe"
"835",29,"2020-03-24","",NA,NA,NA,NA,"",76,"","",0,"Bahia"
"836",31,"2020-03-24","",NA,NA,NA,NA,"",130,"","",0,"Minas Gerais"
"837",32,"2020-03-24","",NA,NA,NA,NA,"",33,"","",0,"Espírito Santo"
"838",33,"2020-03-24","",NA,NA,NA,NA,"",305,"","",6,"Rio de Janeiro"
"839",35,"2020-03-24","",NA,NA,NA,NA,"",810,"","",40,"São Paulo"
"840",41,"2020-03-24","",NA,NA,NA,NA,"",65,"","",0,"Paraná"
"841",42,"2020-03-24","",NA,NA,NA,NA,"",107,"","",0,"Santa Catarina"
"842",43,"2020-03-24","",NA,NA,NA,NA,"",98,"","",0,"Rio Grande do Sul"
"843",50,"2020-03-24","",NA,NA,NA,NA,"",23,"","",0,"Mato Grosso do Sul"
"844",51,"2020-03-24","",NA,NA,NA,NA,"",7,"","",0,"Mato Grosso"
"845",52,"2020-03-24","",NA,NA,NA,NA,"",27,"","",0,"Goiás"
"846",53,"2020-03-24","",NA,NA,NA,NA,"",160,"","",0,"Distrito Federal"
"847",11,"2020-03-25","",NA,NA,NA,NA,"",5,"","",0,"Rondônia"
"848",12,"2020-03-25","",NA,NA,NA,NA,"",23,"","",0,"Acre"
"849",13,"2020-03-25","",NA,NA,NA,NA,"",54,"","",1,"Amazonas"
"850",14,"2020-03-25","",NA,NA,NA,NA,"",8,"","",0,"Roraima"
"851",15,"2020-03-25","",NA,NA,NA,NA,"",7,"","",0,"Pará"
"852",16,"2020-03-25","",NA,NA,NA,NA,"",1,"","",0,"Amapá"
"853",17,"2020-03-25","",NA,NA,NA,NA,"",7,"","",0,"Tocantins"
"854",21,"2020-03-25","",NA,NA,NA,NA,"",8,"","",0,"Maranhão"
"855",22,"2020-03-25","",NA,NA,NA,NA,"",8,"","",0,"Piauí"
"856",23,"2020-03-25","",NA,NA,NA,NA,"",200,"","",0,"Ceará"
"857",24,"2020-03-25","",NA,NA,NA,NA,"",14,"","",0,"Rio Grande do Norte"
"858",25,"2020-03-25","",NA,NA,NA,NA,"",3,"","",0,"Paraíba"
"859",26,"2020-03-25","",NA,NA,NA,NA,"",46,"","",1,"Pernambuco"
"860",27,"2020-03-25","",NA,NA,NA,NA,"",11,"","",0,"Alagoas"
"861",28,"2020-03-25","",NA,NA,NA,NA,"",16,"","",0,"Sergipe"
"862",29,"2020-03-25","",NA,NA,NA,NA,"",84,"","",0,"Bahia"
"863",31,"2020-03-25","",NA,NA,NA,NA,"",133,"","",0,"Minas Gerais"
"864",32,"2020-03-25","",NA,NA,NA,NA,"",39,"","",0,"Espírito Santo"
"865",33,"2020-03-25","",NA,NA,NA,NA,"",370,"","",6,"Rio de Janeiro"
"866",35,"2020-03-25","",NA,NA,NA,NA,"",862,"","",48,"São Paulo"
"867",41,"2020-03-25","",NA,NA,NA,NA,"",81,"","",0,"Paraná"
"868",42,"2020-03-25","",NA,NA,NA,NA,"",109,"","",0,"Santa Catarina"
"869",43,"2020-03-25","",NA,NA,NA,NA,"",123,"","",1,"Rio Grande do Sul"
"870",50,"2020-03-25","",NA,NA,NA,NA,"",24,"","",0,"Mato Grosso do Sul"
"871",51,"2020-03-25","",NA,NA,NA,NA,"",8,"","",0,"Mato Grosso"
"872",52,"2020-03-25","",NA,NA,NA,NA,"",29,"","",0,"Goiás"
"873",53,"2020-03-25","",NA,NA,NA,NA,"",160,"","",0,"Distrito Federal"
