"geocode","date","time","suspects","refuses","confirmado","deads","local","cases","comments","broadcast","deaths","uadm","uf"
50,2020-03-15,"19:15",15,16,0,0,"0",0,"0","0",0,"Mato Grosso do Sul","MS"
51,2020-03-15,"19:15",8,7,0,0,"0",0,"0","0",0,"Mato Grosso","MT"
52,2020-03-15,"19:15",4,49,0,0,"0",3,"0","0",0,"Goiás","GO"
53,2020-03-15,"19:15",81,91,0,0,"0",8,"0","0",0,"Distrito Federal","DF"
11,2020-03-16,"15:50",2,1,0,0,"0",0,"0","0",0,"Rondônia","RO"
12,2020-03-16,"15:50",3,0,0,0,"0",0,"0","0",0,"Acre","AC"
13,2020-03-16,"15:50",0,7,0,0,"0",1,"0","0",0,"Amazonas","AM"
14,2020-03-16,"15:50",2,0,0,0,"0",0,"0","0",0,"Roraima","RR"
15,2020-03-16,"15:50",1,22,0,0,"0",0,"0","0",0,"Pará","PA"
16,2020-03-16,"15:50",2,0,0,0,"0",0,"0","0",0,"Amapá","AP"
17,2020-03-16,"15:50",3,0,0,0,"0",0,"0","0",0,"Tocantins","TO"
21,2020-03-16,"15:50",6,2,0,0,"0",0,"0","0",0,"Maranhão","MA"
22,2020-03-16,"15:50",2,3,0,0,"0",0,"0","0",0,"Piauí","PI"
23,2020-03-16,"15:50",22,60,0,0,"0",0,"0","0",0,"Ceará","CE"
24,2020-03-16,"15:50",14,15,0,0,"0",1,"0","0",0,"Rio Grande do Norte","RN"
25,2020-03-16,"15:50",33,15,0,0,"0",0,"0","0",0,"Paraíba","PB"
26,2020-03-16,"15:50",18,23,0,0,"0",2,"0","0",0,"Pernambuco","PE"
27,2020-03-16,"15:50",16,22,0,0,"0",1,"0","0",0,"Alagoas","AL"
28,2020-03-16,"15:50",1,11,0,0,"0",1,"0","0",0,"Sergipe","SE"
29,2020-03-16,"15:50",65,40,0,0,"0",2,"0","TRUE",0,"Bahia","BA"
31,2020-03-16,"15:50",102,88,0,0,"0",5,"0","0",0,"Minas Gerais","MG"
32,2020-03-16,"15:50",50,21,0,0,"0",1,"0","0",0,"Espírito Santo","ES"
33,2020-03-16,"15:50",96,153,0,0,"0",31,"Transmissão comunitária no município do Rio de Janeiro","TRUE",0,"Rio de Janeiro","RJ"
35,2020-03-16,"15:50",1177,623,0,0,"0",152,"Transmissão comunitária no município de São Paulo.","TRUE",0,"São Paulo","SP"
41,2020-03-16,"15:50",85,83,0,0,"0",6,"0","0",0,"Paraná","PR"
42,2020-03-16,"15:50",109,44,0,0,"0",7,"0","0",0,"Santa Catarina","SC"
43,2020-03-16,"15:50",119,218,0,0,"0",6,"0","0",0,"Rio Grande do Sul","RS"
50,2020-03-16,"15:50",12,19,0,0,"0",2,"0","0",0,"Mato Grosso do Sul","MS"
51,2020-03-16,"15:50",14,7,0,0,"0",0,"0","0",0,"Mato Grosso","MT"
52,2020-03-16,"15:50",3,54,0,0,"0",3,"0","0",0,"Goiás","GO"
53,2020-03-16,"15:50",107,93,0,0,"0",13,"0","0",0,"Distrito Federal","DF"
11,2020-03-17,"18:10",38,3,0,0,"0",0,"0","0",0,"Rondônia","RO"
12,2020-03-17,"18:10",8,0,0,0,"0",0,"0","0",0,"Acre","AC"
13,2020-03-17,"18:10",7,19,0,0,"0",1,"0","0",0,"Amazonas","AM"
14,2020-03-17,"18:10",5,0,0,0,"0",0,"0","0",0,"Roraima","RR"
15,2020-03-17,"18:10",21,22,0,0,"0",0,"0","0",0,"Pará","PA"
16,2020-03-17,"18:10",6,0,0,0,"0",0,"0","0",0,"Amapá","AP"
17,2020-03-17,"18:10",11,0,0,0,"0",0,"0","0",0,"Tocantins","TO"
21,2020-03-17,"18:10",52,8,0,0,"0",0,"0","0",0,"Maranhão","MA"
22,2020-03-17,"18:10",14,4,0,0,"0",0,"0","0",0,"Piauí","PI"
23,2020-03-17,"18:10",211,95,0,0,"0",5,"0","0",0,"Ceará","CE"
24,2020-03-17,"18:10",72,21,0,0,"0",1,"0","0",0,"Rio Grande do Norte","RN"
25,2020-03-17,"18:10",48,15,0,0,"0",0,"0","0",0,"Paraíba","PB"
26,2020-03-17,"18:10",71,33,0,0,"0",16,"0","0",0,"Pernambuco","PE"
27,2020-03-17,"18:10",34,20,0,0,"0",1,"0","0",0,"Alagoas","AL"
28,2020-03-17,"18:10",7,12,0,0,"0",4,"0","0",0,"Sergipe","SE"
29,2020-03-17,"18:10",375,59,0,0,"0",3,"0","TRUE",0,"Bahia","BA"
31,2020-03-17,"18:10",563,99,0,0,"0",7,"0","0",0,"Minas Gerais","MG"
32,2020-03-17,"18:10",69,21,0,0,"0",1,"0","0",0,"Espírito Santo","ES"
33,2020-03-17,"18:10",859,194,0,0,"0",33,"Transmissão comunitária no município do Rio de Janeiro","TRUE",0,"Rio de Janeiro","RJ"
35,2020-03-17,"18:10",5047,709,0,0,"0",164,"Transmissão comunitária no município de São Paulo.","TRUE",1,"São Paulo","SP"
41,2020-03-17,"18:10",240,82,0,0,"0",6,"0","0",0,"Paraná","PR"
42,2020-03-17,"18:10",220,55,0,0,"0",7,"0","0",0,"Santa Catarina","SC"
43,2020-03-17,"18:10",300,217,0,0,"0",10,"0","0",0,"Rio Grande do Sul","RS"
50,2020-03-17,"18:10",44,45,0,0,"0",4,"0","0",0,"Mato Grosso do Sul","MS"
51,2020-03-17,"18:10",23,7,0,0,"0",0,"0","0",0,"Mato Grosso","MT"
52,2020-03-17,"18:10",221,54,0,0,"0",6,"0","0",0,"Goiás","GO"
53,2020-03-17,"18:10",253,96,0,0,"0",22,"0","0",0,"Distrito Federal","DF"
11,2020-03-18,"20:00",61,2,0,0,"0",0,"","0",0,"Rondônia","RO"
12,2020-03-18,"20:00",12,0,0,0,"0",0,"","0",0,"Acre","AC"
13,2020-03-18,"20:00",18,26,0,0,"0",1,"","0",0,"Amazonas","AM"
14,2020-03-18,"20:00",9,0,0,0,"0",0,"","0",0,"Roraima","RR"
15,2020-03-18,"20:00",43,23,0,0,"0",0,"","0",0,"Pará","PA"
16,2020-03-18,"20:00",15,0,0,0,"0",0,"","0",0,"Amapá","AP"
17,2020-03-18,"20:00",13,0,0,0,"0",0,"","0",0,"Tocantins","TO"
21,2020-03-18,"20:00",125,13,0,0,"0",0,"","0",0,"Maranhão","MA"
22,2020-03-18,"20:00",12,2,0,0,"0",0,"","0",0,"Piauí","PI"
23,2020-03-18,"20:00",493,89,0,0,"0",9,"","0",0,"Ceará","CE"
24,2020-03-18,"20:00",108,22,0,0,"0",1,"","0",0,"Rio Grande do Norte","RN"
25,2020-03-18,"20:00",85,11,0,0,"0",0,"","0",0,"Paraíba","PB"
26,2020-03-18,"20:00",89,23,0,0,"0",16,"","0",0,"Pernambuco","PE"
27,2020-03-18,"20:00",43,22,0,0,"0",1,"0","0",0,"Alagoas","AL"
28,2020-03-18,"20:00",15,11,0,0,"0",5,"0","0",0,"Sergipe","SE"
29,2020-03-18,"20:00",573,36,0,0,"0",3,"0","TRUE",0,"Bahia","BA"
31,2020-03-18,"20:00",925,104,0,0,"0",15,"0","0",0,"Minas Gerais","MG"
32,2020-03-18,"20:00",71,21,0,0,"0",9,"0","0",0,"Espírito Santo","ES"
33,2020-03-18,"20:00",1254,148,0,0,"0",45,"Transmissão comunitária no município do Rio de Janeiro","TRUE",0,"Rio de Janeiro","RJ"
35,2020-03-18,"20:00",5334,596,0,0,"0",240,"Transmissão comunitária no município de São Paulo.","TRUE",4,"São Paulo","SP"
41,2020-03-18,"20:00",400,119,0,0,"0",13,"0","0",0,"Paraná","PR"
42,2020-03-18,"20:00",346,47,0,0,"0",10,"0","0",0,"Santa Catarina","SC"
43,2020-03-18,"20:00",416,330,0,0,"0",19,"0","0",0,"Rio Grande do Sul","RS"
50,2020-03-18,"20:00",93,26,0,0,"0",7,"0","0",0,"Mato Grosso do Sul","MS"
51,2020-03-18,"20:00",45,8,0,0,"0",0,"0","0",0,"Mato Grosso","MT"
52,2020-03-18,"20:00",353,55,0,0,"0",8,"0","0",0,"Goiás","GO"
53,2020-03-18,"20:00",327,107,0,0,"0",26,"0","0",0,"Distrito Federal","DF"
11,2020-03-19,"",NA,NA,NA,NA,"",0,"","",0,"Rondônia","RO"
12,2020-03-19,"",NA,NA,NA,NA,"",3,"","",0,"Acre","AC"
13,2020-03-19,"",NA,NA,NA,NA,"",3,"","",0,"Amazonas","AM"
14,2020-03-19,"",NA,NA,NA,NA,"",0,"","",0,"Roraima","RR"
15,2020-03-19,"",NA,NA,NA,NA,"",1,"","",0,"Pará","PA"
16,2020-03-19,"",NA,NA,NA,NA,"",0,"","",0,"Amapá","AP"
17,2020-03-19,"",NA,NA,NA,NA,"",1,"","",0,"Tocantins","TO"
21,2020-03-19,"",NA,NA,NA,NA,"",0,"","",0,"Maranhão","MA"
22,2020-03-19,"",NA,NA,NA,NA,"",0,"","",0,"Piauí","PI"
23,2020-03-19,"",NA,NA,NA,NA,"",20,"","",0,"Ceará","CE"
24,2020-03-19,"",NA,NA,NA,NA,"",1,"","",0,"Rio Grande do Norte","RN"
25,2020-03-19,"",NA,NA,NA,NA,"",1,"","",0,"Paraíba","PB"
26,2020-03-19,"",NA,NA,NA,NA,"",28,"","",0,"Pernambuco","PE"
27,2020-03-19,"",NA,NA,NA,NA,"",4,"","",0,"Alagoas","AL"
28,2020-03-19,"",NA,NA,NA,NA,"",6,"","",0,"Sergipe","SE"
29,2020-03-19,"",NA,NA,NA,NA,"",30,"","",0,"Bahia","BA"
31,2020-03-19,"",NA,NA,NA,NA,"",29,"","",0,"Minas Gerais","MG"
32,2020-03-19,"",NA,NA,NA,NA,"",11,"","",0,"Espírito Santo","ES"
33,2020-03-19,"",NA,NA,NA,NA,"",65,"","",2,"Rio de Janeiro","RJ"
35,2020-03-19,"",NA,NA,NA,NA,"",286,"","",4,"São Paulo","SP"
41,2020-03-19,"",NA,NA,NA,NA,"",23,"","",0,"Paraná","PR"
42,2020-03-19,"",NA,NA,NA,NA,"",20,"","",0,"Santa Catarina","SC"
43,2020-03-19,"",NA,NA,NA,NA,"",28,"","",0,"Rio Grande do Sul","RS"
50,2020-03-19,"",NA,NA,NA,NA,"",7,"","",0,"Mato Grosso do Sul","MS"
51,2020-03-19,"",NA,NA,NA,NA,"",0,"","",0,"Mato Grosso","MT"
52,2020-03-19,"",NA,NA,NA,NA,"",12,"","",0,"Goiás","GO"
53,2020-03-19,"",NA,NA,NA,NA,"",42,"","",0,"Distrito Federal","DF"
11,2020-03-20,"",NA,NA,NA,NA,"",1,"","",0,"Rondônia","RO"
12,2020-03-20,"",NA,NA,NA,NA,"",7,"","",0,"Acre","AC"
13,2020-03-20,"",NA,NA,NA,NA,"",3,"","",0,"Amazonas","AM"
14,2020-03-20,"",NA,NA,NA,NA,"",0,"","",0,"Roraima","RR"
15,2020-03-20,"",NA,NA,NA,NA,"",2,"","",0,"Pará","PA"
16,2020-03-20,"",NA,NA,NA,NA,"",1,"","",0,"Amapá","AP"
17,2020-03-20,"",NA,NA,NA,NA,"",1,"","",0,"Tocantins","TO"
21,2020-03-20,"",NA,NA,NA,NA,"",0,"","",0,"Maranhão","MA"
22,2020-03-20,"",NA,NA,NA,NA,"",3,"","",0,"Piauí","PI"
23,2020-03-20,"",NA,NA,NA,NA,"",55,"","",0,"Ceará","CE"
24,2020-03-20,"",NA,NA,NA,NA,"",1,"","",0,"Rio Grande do Norte","RN"
25,2020-03-20,"",NA,NA,NA,NA,"",1,"","",0,"Paraíba","PB"
26,2020-03-20,"",NA,NA,NA,NA,"",30,"","",0,"Pernambuco","PE"
27,2020-03-20,"",NA,NA,NA,NA,"",5,"","",0,"Alagoas","AL"
28,2020-03-20,"",NA,NA,NA,NA,"",6,"","",0,"Sergipe","SE"
29,2020-03-20,"",NA,NA,NA,NA,"",33,"","",0,"Bahia","BA"
31,2020-03-20,"",NA,NA,NA,NA,"",35,"","",0,"Minas Gerais","MG"
32,2020-03-20,"",NA,NA,NA,NA,"",13,"","",0,"Espírito Santo","ES"
33,2020-03-20,"",NA,NA,NA,NA,"",109,"","",2,"Rio de Janeiro","RJ"
35,2020-03-20,"",NA,NA,NA,NA,"",396,"","",9,"São Paulo","SP"
41,2020-03-20,"",NA,NA,NA,NA,"",32,"","",0,"Paraná","PR"
42,2020-03-20,"",NA,NA,NA,NA,"",21,"","",0,"Santa Catarina","SC"
43,2020-03-20,"",NA,NA,NA,NA,"",37,"","",0,"Rio Grande do Sul","RS"
50,2020-03-20,"",NA,NA,NA,NA,"",9,"","",0,"Mato Grosso do Sul","MS"
51,2020-03-20,"",NA,NA,NA,NA,"",1,"","",0,"Mato Grosso","MT"
52,2020-03-20,"",NA,NA,NA,NA,"",15,"","",0,"Goiás","GO"
53,2020-03-20,"",NA,NA,NA,NA,"",87,"","",0,"Distrito Federal","DF"
11,2020-03-21,"",NA,NA,NA,NA,"",1,"","",0,"Rondônia","RO"
12,2020-03-21,"",NA,NA,NA,NA,"",9,"","",0,"Acre","AC"
13,2020-03-21,"",NA,NA,NA,NA,"",11,"","",0,"Amazonas","AM"
14,2020-03-21,"",NA,NA,NA,NA,"",0,"","",0,"Roraima","RR"
15,2020-03-21,"",NA,NA,NA,NA,"",2,"","",0,"Pará","PA"
16,2020-03-21,"",NA,NA,NA,NA,"",1,"","",0,"Amapá","AP"
17,2020-03-21,"",NA,NA,NA,NA,"",2,"","",0,"Tocantins","TO"
21,2020-03-21,"",NA,NA,NA,NA,"",1,"","",0,"Maranhão","MA"
22,2020-03-21,"",NA,NA,NA,NA,"",4,"","",0,"Piauí","PI"
23,2020-03-21,"",NA,NA,NA,NA,"",68,"","",0,"Ceará","CE"
24,2020-03-21,"",NA,NA,NA,NA,"",6,"","",0,"Rio Grande do Norte","RN"
25,2020-03-21,"",NA,NA,NA,NA,"",1,"","",0,"Paraíba","PB"
26,2020-03-21,"",NA,NA,NA,NA,"",30,"","",0,"Pernambuco","PE"
27,2020-03-21,"",NA,NA,NA,NA,"",7,"","",0,"Alagoas","AL"
28,2020-03-21,"",NA,NA,NA,NA,"",10,"","",0,"Sergipe","SE"
29,2020-03-21,"",NA,NA,NA,NA,"",41,"","",0,"Bahia","BA"
31,2020-03-21,"",NA,NA,NA,NA,"",38,"","",0,"Minas Gerais","MG"
32,2020-03-21,"",NA,NA,NA,NA,"",26,"","",0,"Espírito Santo","ES"
33,2020-03-21,"",NA,NA,NA,NA,"",119,"","",3,"Rio de Janeiro","RJ"
35,2020-03-21,"",NA,NA,NA,NA,"",459,"","",15,"São Paulo","SP"
41,2020-03-21,"",NA,NA,NA,NA,"",43,"","",0,"Paraná","PR"
42,2020-03-21,"",NA,NA,NA,NA,"",51,"","",0,"Santa Catarina","SC"
43,2020-03-21,"",NA,NA,NA,NA,"",60,"","",0,"Rio Grande do Sul","RS"
50,2020-03-21,"",NA,NA,NA,NA,"",16,"","",0,"Mato Grosso do Sul","MS"
51,2020-03-21,"",NA,NA,NA,NA,"",2,"","",0,"Mato Grosso","MT"
52,2020-03-21,"",NA,NA,NA,NA,"",20,"","",0,"Goiás","GO"
53,2020-03-21,"",NA,NA,NA,NA,"",100,"","",0,"Distrito Federal","DF"
11,2020-03-22,"",NA,NA,NA,NA,"",3,"","",0,"Rondônia","RO"
12,2020-03-22,"",NA,NA,NA,NA,"",11,"","",0,"Acre","AC"
13,2020-03-22,"",NA,NA,NA,NA,"",26,"","",0,"Amazonas","AM"
14,2020-03-22,"",NA,NA,NA,NA,"",2,"","",0,"Roraima","RR"
15,2020-03-22,"",NA,NA,NA,NA,"",4,"","",0,"Pará","PA"
16,2020-03-22,"",NA,NA,NA,NA,"",1,"","",0,"Amapá","AP"
17,2020-03-22,"",NA,NA,NA,NA,"",2,"","",0,"Tocantins","TO"
21,2020-03-22,"",NA,NA,NA,NA,"",2,"","",0,"Maranhão","MA"
22,2020-03-22,"",NA,NA,NA,NA,"",4,"","",0,"Piauí","PI"
23,2020-03-22,"",NA,NA,NA,NA,"",112,"","",0,"Ceará","CE"
24,2020-03-22,"",NA,NA,NA,NA,"",9,"","",0,"Rio Grande do Norte","RN"
25,2020-03-22,"",NA,NA,NA,NA,"",1,"","",0,"Paraíba","PB"
26,2020-03-22,"",NA,NA,NA,NA,"",37,"","",0,"Pernambuco","PE"
27,2020-03-22,"",NA,NA,NA,NA,"",7,"","",0,"Alagoas","AL"
28,2020-03-22,"",NA,NA,NA,NA,"",10,"","",0,"Sergipe","SE"
29,2020-03-22,"",NA,NA,NA,NA,"",49,"","",0,"Bahia","BA"
31,2020-03-22,"",NA,NA,NA,NA,"",83,"","",0,"Minas Gerais","MG"
32,2020-03-22,"",NA,NA,NA,NA,"",26,"","",0,"Espírito Santo","ES"
33,2020-03-22,"",NA,NA,NA,NA,"",186,"","",3,"Rio de Janeiro","RJ"
35,2020-03-22,"",NA,NA,NA,NA,"",631,"","",22,"São Paulo","SP"
41,2020-03-22,"",NA,NA,NA,NA,"",50,"","",0,"Paraná","PR"
42,2020-03-22,"",NA,NA,NA,NA,"",57,"","",0,"Santa Catarina","SC"
43,2020-03-22,"",NA,NA,NA,NA,"",72,"","",0,"Rio Grande do Sul","RS"
50,2020-03-22,"",NA,NA,NA,NA,"",21,"","",0,"Mato Grosso do Sul","MS"
51,2020-03-22,"",NA,NA,NA,NA,"",2,"","",0,"Mato Grosso","MT"
52,2020-03-22,"",NA,NA,NA,NA,"",21,"","",0,"Goiás","GO"
53,2020-03-22,"",NA,NA,NA,NA,"",117,"","",0,"Distrito Federal","DF"
11,2020-03-23,"",NA,NA,NA,NA,"",3,"","",0,"Rondônia","RO"
12,2020-03-23,"",NA,NA,NA,NA,"",11,"","",0,"Acre","AC"
13,2020-03-23,"",NA,NA,NA,NA,"",32,"","",0,"Amazonas","AM"
14,2020-03-23,"",NA,NA,NA,NA,"",2,"","",0,"Roraima","RR"
15,2020-03-23,"",NA,NA,NA,NA,"",5,"","",0,"Pará","PA"
16,2020-03-23,"",NA,NA,NA,NA,"",1,"","",0,"Amapá","AP"
17,2020-03-23,"",NA,NA,NA,NA,"",5,"","",0,"Tocantins","TO"
21,2020-03-23,"",NA,NA,NA,NA,"",2,"","",0,"Maranhão","MA"
22,2020-03-23,"",NA,NA,NA,NA,"",6,"","",0,"Piauí","PI"
23,2020-03-23,"",NA,NA,NA,NA,"",163,"","",0,"Ceará","CE"
24,2020-03-23,"",NA,NA,NA,NA,"",13,"","",0,"Rio Grande do Norte","RN"
25,2020-03-23,"",NA,NA,NA,NA,"",2,"","",0,"Paraíba","PB"
26,2020-03-23,"",NA,NA,NA,NA,"",42,"","",0,"Pernambuco","PE"
27,2020-03-23,"",NA,NA,NA,NA,"",7,"","",0,"Alagoas","AL"
28,2020-03-23,"",NA,NA,NA,NA,"",10,"","",0,"Sergipe","SE"
29,2020-03-23,"",NA,NA,NA,NA,"",63,"","",0,"Bahia","BA"
31,2020-03-23,"",NA,NA,NA,NA,"",128,"","",0,"Minas Gerais","MG"
32,2020-03-23,"",NA,NA,NA,NA,"",29,"","",0,"Espírito Santo","ES"
33,2020-03-23,"",NA,NA,NA,NA,"",233,"","",4,"Rio de Janeiro","RJ"
35,2020-03-23,"",NA,NA,NA,NA,"",745,"","",30,"São Paulo","SP"
41,2020-03-23,"",NA,NA,NA,NA,"",56,"","",0,"Paraná","PR"
42,2020-03-23,"",NA,NA,NA,NA,"",68,"","",0,"Santa Catarina","SC"
43,2020-03-23,"",NA,NA,NA,NA,"",86,"","",0,"Rio Grande do Sul","RS"
50,2020-03-23,"",NA,NA,NA,NA,"",21,"","",0,"Mato Grosso do Sul","MS"
51,2020-03-23,"",NA,NA,NA,NA,"",2,"","",0,"Mato Grosso","MT"
52,2020-03-23,"",NA,NA,NA,NA,"",23,"","",0,"Goiás","GO"
53,2020-03-23,"",NA,NA,NA,NA,"",133,"","",0,"Distrito Federal","DF"
11,2020-03-24,"",NA,NA,NA,NA,"",3,"","",0,"Rondônia","RO"
12,2020-03-24,"",NA,NA,NA,NA,"",17,"","",0,"Acre","AC"
13,2020-03-24,"",NA,NA,NA,NA,"",47,"","",0,"Amazonas","AM"
14,2020-03-24,"",NA,NA,NA,NA,"",2,"","",0,"Roraima","RR"
15,2020-03-24,"",NA,NA,NA,NA,"",5,"","",0,"Pará","PA"
16,2020-03-24,"",NA,NA,NA,NA,"",1,"","",0,"Amapá","AP"
17,2020-03-24,"",NA,NA,NA,NA,"",7,"","",0,"Tocantins","TO"
21,2020-03-24,"",NA,NA,NA,NA,"",8,"","",0,"Maranhão","MA"
22,2020-03-24,"",NA,NA,NA,NA,"",6,"","",0,"Piauí","PI"
23,2020-03-24,"",NA,NA,NA,NA,"",182,"","",0,"Ceará","CE"
24,2020-03-24,"",NA,NA,NA,NA,"",13,"","",0,"Rio Grande do Norte","RN"
25,2020-03-24,"",NA,NA,NA,NA,"",3,"","",0,"Paraíba","PB"
26,2020-03-24,"",NA,NA,NA,NA,"",42,"","",0,"Pernambuco","PE"
27,2020-03-24,"",NA,NA,NA,NA,"",7,"","",0,"Alagoas","AL"
28,2020-03-24,"",NA,NA,NA,NA,"",15,"","",0,"Sergipe","SE"
29,2020-03-24,"",NA,NA,NA,NA,"",76,"","",0,"Bahia","BA"
31,2020-03-24,"",NA,NA,NA,NA,"",130,"","",0,"Minas Gerais","MG"
32,2020-03-24,"",NA,NA,NA,NA,"",33,"","",0,"Espírito Santo","ES"
33,2020-03-24,"",NA,NA,NA,NA,"",305,"","",6,"Rio de Janeiro","RJ"
35,2020-03-24,"",NA,NA,NA,NA,"",810,"","",40,"São Paulo","SP"
41,2020-03-24,"",NA,NA,NA,NA,"",65,"","",0,"Paraná","PR"
42,2020-03-24,"",NA,NA,NA,NA,"",107,"","",0,"Santa Catarina","SC"
43,2020-03-24,"",NA,NA,NA,NA,"",98,"","",0,"Rio Grande do Sul","RS"
50,2020-03-24,"",NA,NA,NA,NA,"",23,"","",0,"Mato Grosso do Sul","MS"
51,2020-03-24,"",NA,NA,NA,NA,"",7,"","",0,"Mato Grosso","MT"
52,2020-03-24,"",NA,NA,NA,NA,"",27,"","",0,"Goiás","GO"
53,2020-03-24,"",NA,NA,NA,NA,"",160,"","",0,"Distrito Federal","DF"
11,2020-03-25,"",NA,NA,NA,NA,"",5,"","",0,"Rondônia","RO"
12,2020-03-25,"",NA,NA,NA,NA,"",23,"","",0,"Acre","AC"
13,2020-03-25,"",NA,NA,NA,NA,"",54,"","",1,"Amazonas","AM"
14,2020-03-25,"",NA,NA,NA,NA,"",8,"","",0,"Roraima","RR"
15,2020-03-25,"",NA,NA,NA,NA,"",7,"","",0,"Pará","PA"
16,2020-03-25,"",NA,NA,NA,NA,"",1,"","",0,"Amapá","AP"
17,2020-03-25,"",NA,NA,NA,NA,"",7,"","",0,"Tocantins","TO"
21,2020-03-25,"",NA,NA,NA,NA,"",8,"","",0,"Maranhão","MA"
22,2020-03-25,"",NA,NA,NA,NA,"",8,"","",0,"Piauí","PI"
23,2020-03-25,"",NA,NA,NA,NA,"",200,"","",0,"Ceará","CE"
24,2020-03-25,"",NA,NA,NA,NA,"",14,"","",0,"Rio Grande do Norte","RN"
25,2020-03-25,"",NA,NA,NA,NA,"",3,"","",0,"Paraíba","PB"
26,2020-03-25,"",NA,NA,NA,NA,"",46,"","",1,"Pernambuco","PE"
27,2020-03-25,"",NA,NA,NA,NA,"",11,"","",0,"Alagoas","AL"
28,2020-03-25,"",NA,NA,NA,NA,"",16,"","",0,"Sergipe","SE"
29,2020-03-25,"",NA,NA,NA,NA,"",84,"","",0,"Bahia","BA"
31,2020-03-25,"",NA,NA,NA,NA,"",133,"","",0,"Minas Gerais","MG"
32,2020-03-25,"",NA,NA,NA,NA,"",39,"","",0,"Espírito Santo","ES"
33,2020-03-25,"",NA,NA,NA,NA,"",370,"","",6,"Rio de Janeiro","RJ"
35,2020-03-25,"",NA,NA,NA,NA,"",862,"","",48,"São Paulo","SP"
41,2020-03-25,"",NA,NA,NA,NA,"",81,"","",0,"Paraná","PR"
42,2020-03-25,"",NA,NA,NA,NA,"",109,"","",0,"Santa Catarina","SC"
43,2020-03-25,"",NA,NA,NA,NA,"",123,"","",1,"Rio Grande do Sul","RS"
50,2020-03-25,"",NA,NA,NA,NA,"",24,"","",0,"Mato Grosso do Sul","MS"
51,2020-03-25,"",NA,NA,NA,NA,"",8,"","",0,"Mato Grosso","MT"
52,2020-03-25,"",NA,NA,NA,NA,"",29,"","",0,"Goiás","GO"
53,2020-03-25,"",NA,NA,NA,NA,"",160,"","",0,"Distrito Federal","DF"
12,2020-03-26,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,"Acre","AC"
27,2020-03-26,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,"Alagoas","AL"
16,2020-03-26,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,"Amapá","AP"
13,2020-03-26,NA,NA,NA,NA,NA,NA,67,NA,NA,NA,"Amazonas","AM"
29,2020-03-26,NA,NA,NA,NA,NA,NA,104,NA,NA,NA,"Bahia","BA"
21,2020-03-26,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,"Maranhão","MA"
53,2020-03-26,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,"Distrito Federal","DF"
32,2020-03-26,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,"Espírito Santo","ES"
23,2020-03-26,NA,NA,NA,NA,NA,NA,235,NA,NA,NA,"Ceará","CE"
52,2020-03-26,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,"Goiás","GO"
51,2020-03-26,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,"Mato Grosso","MT"
15,2020-03-26,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,"Pará","PA"
31,2020-03-26,NA,NA,NA,NA,NA,NA,153,NA,NA,NA,"Minas Gerais","MG"
26,2020-03-26,NA,NA,NA,NA,NA,NA,48,NA,NA,NA,"Pernambuco","PE"
24,2020-03-26,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,"Rio Grande do Norte","RN"
43,2020-03-26,NA,NA,NA,NA,NA,NA,168,NA,NA,NA,"Rio Grande do Sul","RS"
41,2020-03-26,NA,NA,NA,NA,NA,NA,102,NA,NA,NA,"Paraná","PR"
33,2020-03-26,NA,NA,NA,NA,NA,NA,421,NA,NA,NA,"Rio de Janeiro","RJ"
22,2020-03-26,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,"Piauí","PI"
11,2020-03-25,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,"Rondônia","RO"
14,2020-03-25,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,"Roraima","RR"
50,2020-03-26,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,"Mato Grosso do Sul","MS"
28,2020-03-25,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,"Sergipe","SE"
35,2020-03-26,NA,NA,NA,NA,NA,NA,1052,NA,NA,NA,"São Paulo","SP"
25,2020-03-26,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,"Paraíba","PB"
17,2020-03-26,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,"Tocantins","TO"
42,2020-03-26,NA,NA,NA,NA,NA,NA,122,NA,NA,NA,"Santa Catarina","SC"
